Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender
Hojung,Go Hojung,고호정,호정,20/10/1994,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M
Junhyuk,Choi Junhyuk,최준혁,준혁,21/04/1992,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Ulsan,,,M
Lee Haein,Lee Haein,이해인,이해인,4/7/1992,I.B.I,29/10/2014,Star Crew,South Korea,,165,49,Changwon,,,F
Lee Suhyun,Lee Suhyun,이수현,이수현,5/11/1996,I.B.I,29/10/2014,Star Crew,South Korea,,167,50,Ansan,,,F
Taehyun,Noh Taehyun,노태현,태현,15/10/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,Seoul,JBJ,,M
Timoteo,Kim Moongyu,김문규,티모테오,25/01/1993,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M
Yoonsan,Yoon Sanghyuk,윤상혁,윤산,22/08/1994,HOTSHOT,29/10/2014,Star Crew,South Korea,,,,,,,M
Chaeyeon,Lee Chaeyeon,이채연,채연,11/1/2000,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Yongin,,,F
Eunbi,Kwon Eunbi,권은비,은비,27/09/1995,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F
Hitomi,Honda Hitomi,혼다 히토미,히토미,6/10/2001,IZ*ONE,29/10/2018,Off The Record,Japan,,,,Toghichi,,,F
Hyewon,Kang Hyewon,강혜원,혜원,5/7/1999,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Yangsan,,,F
Minjoo,Kim Minjoo,김민주,민주,5/2/2001,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F
Nako,Yabuki Nako,야부키 나코,나코,18/06/2001,IZ*ONE,29/10/2018,Off The Record,Japan,,,,Tokyo,,,F
Yena,Choi Yena,최예나,예나,29/09/1999,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F
Yuri,Jo Yuri,조유리,유리,22/10/2001,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Busan,,,F
D.ana,Cho Eunae,조은애,디애나,10/9/1995,Sonamoo,29/12/2014,TS,South Korea,,170,,Seoul,,,F
Euijin,Hong Euijin,홍의진,의진,8/10/1996,Sonamoo,29/12/2014,TS,South Korea,,168,,Gwangju,UNI.T,,F
High.D,Kim Dohee,김도희,하이디,21/12/1996,Sonamoo,29/12/2014,TS,South Korea,,165,,Suwon,,,F
Minjae,Seong Minjae,성민재,민재,18/12/1994,Sonamoo,29/12/2014,TS,South Korea,,165,,Busan,,,F
Nahyun,Kim Nahyun,김나현,나현,9/12/1995,Sonamoo,29/12/2014,TS,South Korea,,170,,Seoul,,,F
New Sun,Choi Yoonsun,최윤선,뉴썬,19/06/1997,Sonamoo,29/12/2014,TS,South Korea,,172,,,,,F
Sumin,Ji Sumin,지수민,수민,3/3/1994,Sonamoo,29/12/2014,TS,South Korea,,168,,Yongin,,,F
Haemin,Jung Haemin,정해민,해민,16/03/2004,8TURN,30/01/2023,MNH,South Korea,,183,63,Cheonan,,,M
Jaeyun,Moon Jaeyun,문재윤,재윤,2/7/2002,8TURN,30/01/2023,MNH,New Zealand,South Korea,178,64,,,,M
Kyungmin,Jo Kyungmin,조경민,경민,28/10/2004,8TURN,30/01/2023,MNH,South Korea,,187,60,Gyeonggi,,,M
Minho,Yang Minho,양민호,민호,14/10/2002,8TURN,30/01/2023,MNH,South Korea,,179,59,,,,M
Myungho,Ji Myungho,지명호,명호,12/10/2001,8TURN,30/01/2023,MNH,South Korea,,177,62,,,,M
Seungheon,Lee Seungheon,이승헌,승헌,15/05/2007,8TURN,30/01/2023,MNH,South Korea,,171,51,,,,M
Yoonsung,Cho Yoonsung,조윤성,윤성,13/11/2003,8TURN,30/01/2023,MNH,South Korea,,177,62,Seoul,,,M
Yungyu,Lee Yungyu,이윤규,윤규,7/11/2005,8TURN,30/01/2023,MNH,South Korea,,175,62,,,,M
Eden,Jae Won,재원,이든,27/03/1998,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Jewon,Woo Jewon,우제원,제원,28/11/1998,NINE.i,30/03/2022,FirstOne,South Korea,,170,55,,,,M
Jiho,Jang Jiho,장지호,지호,10/8/2004,NINE.i,30/03/2022,FirstOne,South Korea,,,,Gyeonggi,,,M
Joohyoung,Kim Joohyoung,김주형,주형,15/03/2003,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Minjun,Kim Minjun,김민준,민준,26/02/1999,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Seowon,Seo Won,서원,서원,18/12/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Taehun,Lee Taehoon,이태훈,태훈,21/03/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Vahn,Kim Jungwoo,김정우,반,7/5/1999,NINE.i,30/03/2022,FirstOne,South Korea,,175,58,,,,M
Vari,Jae Hyun,재현,베리,3/9/2000,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M
Winnie,Pattipong Kasemsant,파티퐁 카셈산트,위니,18/11/1998,NINE.i,30/03/2022,FirstOne,Thailand,,,,,,,M
Hunter,Papungkorn Lertkiatdamrong,빠팡콘 륵키앗둠롱,헌터,5/10/2005,xikers,30/03/2023,KQ,Thailand,,,,,,,M
Hyunwoo,Choi Hyunwoo,최현우,현우,4/12/2004,xikers,30/03/2023,KQ,South Korea,,,,Gangwon,,,M
Jinsik,Han Jinsik,함진식,진식,30/07/2004,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M
Junghoon,Kim Junghoon,김정훈,정훈,5/7/2005,xikers,30/03/2023,KQ,South Korea,,,,,,,M
Junmin,Park Junmin,박준민,준민,24/05/2003,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M
Minjae,Kim Minjae,김민재,민재,10/4/2003,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M
Seeun,Park Seeun,박세은,세은,17/08/2005,xikers,30/03/2023,KQ,South Korea,,180,,Daegu,,,M
Sumin,Choi Sumin,최수민,수민,7/4/2004,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M
Yechan,Lee Yechan,이예찬,예찬,21/10/2005,xikers,30/03/2023,KQ,South Korea,,,,Yesan,,,M
Yujun,Jung Yujun,정유준,유준,5/10/2005,xikers,30/03/2023,KQ,South Korea,,,,Incheon,,,M
Della,Park Sehyun,박세현,델라,3/9/1995,Rockit Girl,30/05/2019,Rolling,South Korea,,,,,,,F
Han Leeseul,Han Jiyoon,한지윤,한이슬,12/2/2000,Rockit Girl,30/05/2019,Rolling,South Korea,,,,,,,F
Bain,Song Byeonghee,송병희,배인,4/5/2001,JUST B,30/06/2021,Bluedot,South Korea,,,,,,,M
DY,Jeon Doyum,전도염,도염,21/02/2002,JUST B,30/06/2021,Bluedot,South Korea,,175,55,Daejeon,,1the9,M
Geonu,Lee Geonwoo,이건우,건우,2/2/2001,JUST B,30/06/2021,Bluedot,South Korea,,176,,,,,M
JM,Chu Jimin,추지민,지민,11/10/2001,JUST B,30/06/2021,Bluedot,South Korea,,173,,,,,M
Lim Jimin,Lim Jimin,임지민,임지민,22/05/2001,JUST B,30/06/2021,Bluedot,South Korea,,178,59,,,,M
Sangwoo,Kim Sangwoo,김상우,상우,3/9/2002,JUST B,30/06/2021,Bluedot,South Korea,,,,,,,M
Chanmi,Kim Chanmi,김찬미,찬미,19/06/1996,AoA,30/07/2012,FNC,South Korea,,166,47,Gumi,,,F
Hyejeong,Shin Hyejeong,신혜정,혜정,10/8/1993,AoA,30/07/2012,FNC,South Korea,,170,48,Seoul,,,F
Seolhyun,Kim Seolhyun,김설현,설현,3/1/1995,AoA,30/07/2012,FNC,South Korea,,167,47,Bucheon,,,F
Yuna,Seo Yuna,서유나,유나,30/12/1992,AoA,30/07/2012,FNC,South Korea,,163,45,Busan,AOA BLACK,,F
Jaehee,Lee Jaehee,이재희,재희,18/03/2004,Weeekly,30/07/2020,Play M,South Korea,,166,,,,,F
Jihan,Han Jihyo,한지효,지한,12/7/2004,Weeekly,30/07/2020,Play M,South Korea,,,,,,,F
Monday,Kim Jimin,김지민,먼데이,10/5/2002,Weeekly,30/07/2020,Play M,South Korea,,172,,,,,F
Soeun,Park Soeun,박소은,소은,26/10/2002,Weeekly,30/07/2020,Play M,South Korea,,168,,,,,F
Soojin,Lee Soojin,이수진,수진,12/12/2001,Weeekly,30/07/2020,Play M,South Korea,,165,,,,,F
Zoa,Cho Hyewon,조혜원,조아,31/05/2005,Weeekly,30/07/2020,Play M,South Korea,,170,,,,,F
Heejin,Song Heejin,송희진,희진,19/08/1995,Good Day,30/08/2017,C9,South Korea,,,,Seoul,,,F
Kim Sanggyun,Kim Sanggyun,김상균,김상균,23/05/1995,JBJ95,30/10/2018,Hunus,South Korea,,,,Gwangju,JBJ,Topp Dogg| XENO-T,M
Heeseung,Lee Heeseung,이희승,희승,15/10/2001,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Jake,Shim Jaeyoon,심재윤,제이크,15/11/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,Australia,,,,,,M
Jay,Park Jongsung,박종성,제이,20/04/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,United States,,,,,,M
Jungwon,Yang Jungwon,양정원,정원,9/2/2004,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Ni-Ki,Nishimura Riki,니시무라 리키,니키,9/12/2005,ENHYPEN,30/11/2020,Be:lift,Japan,,,,,,,M
Sunghoon,Park Sunghoon,박성훈,성훈,8/12/2002,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Sunoo,Kim Sunwoo,김선우,선우,24/06/2003,ENHYPEN,30/11/2020,Be:lift,South Korea,,,,,,,M
Cao Lu,Cao Lu,차오루,차오루,30/08/1987,Fiestar,31/08/2012,LOEN,China,,166,,Zhangjiajie,,,F
Hyemi,Kim Hyemi,김혜미,혜미,10/8/1990,Fiestar,31/08/2012,LOEN,South Korea,,161,,Seoul,,,F
Jei,Kim Jinhee,김진희,재이,5/9/1989,Fiestar,31/08/2012,LOEN,South Korea,,162,,Bucheon,,,F
Linzy,Im Minji,임민지,린지,22/10/1989,Fiestar,31/08/2012,LOEN,South Korea,,168,,Incheon,,,F
Yezi,Lee Yeji,이예지,예지,26/08/1994,Fiestar,31/08/2012,LOEN,South Korea,,161,,Gangneung,,,F
Hyunjun,Lee Hyunjun,이현준,현준,21/12/1999,IZ,31/08/2017,Music K,South Korea,,,,,,,M
Jihoo,Lim Soojung,임수정,지후,5/8/1998,IZ,31/08/2017,Music K,South Korea,,,,,,,M
Junyoung,Lee Junyoung,이준영,준영,23/09/2000,IZ,31/08/2017,Music K,South Korea,,,,,,,M
Woosu,Kim Minseok,김민석,우수,23/11/1999,IZ,31/08/2017,Music K,South Korea,,,,,,,M
Ace,Jang Wooyoung,장우영,에이스,28/08/1992,VAV,31/10/2015,A team,South Korea,,177,63,,,,M
Ayno,Noh Yoonho,노윤호,에이노,1/5/1996,VAV,31/10/2015,A team,South Korea,,183,61,,,,M
Jacob,Zhang Peng,장펑,제이콥,7/9/1996,VAV,31/10/2015,A team,China,,184,63,,,,M
Lou,Kim Hosung,김호성,로우,21/12/1996,VAV,31/10/2015,A team,South Korea,,187,69,,,,M
St. Van,Lee Geumhyuk,이금혁,세인트 반,22/12/1991,VAV,31/10/2015,A team,South Korea,,182,70,,,,M
Ziu,Park Heejun,박희준,지우,16/06/1997,VAV,31/10/2015,A team,South Korea,,185,70,,,,M
Eric,Son Youngjae,손영재,에릭,22/12/2000,The Boyz,31/12/2017,Cre.Ker,South Korea,,171,56,,,,M
Hyunjae,Lee Jaehyun,이재현,현재,13/09/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,,180,62,,,,M
Jacob,Bae Joonyoung,배준영,제이콥,30/05/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,Canada,175,60,Toronto,,,M
Juhaknyeon,Ju Haknyeon,주학년,주학년,9/3/1999,The Boyz,31/12/2017,Cre.Ker,South Korea,,175,58,Jeju,,,M
Juyeon,Lee Juyeon,이주연,주연,16/01/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,180,67,,,,M
Kevin,Moon Hyungseo,문형서,케빈,23/02/1998,The Boyz,31/12/2017,Cre.Ker,Canada,South Korea,176,66,,,,M
New,Choi Chanhee,최찬희,뉴,26/04/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,175,51,Jeonju,,,M
Q,Ji Changmin,지창민,큐,5/11/1998,The Boyz,31/12/2017,Cre.Ker,South Korea,,175,56,,,,M
Sangyeon,Lee Sangyeon,이상연,상연,4/11/1996,The Boyz,31/12/2017,Cre.Ker,South Korea,,176,61,,,,M
Sunwoo,Kim Sunwoo,김선우,선우,12/4/2000,The Boyz,31/12/2017,Cre.Ker,South Korea,,177,64,,,,M
Younghoon,Kim Younghoon,김영훈,영훈,8/8/1997,The Boyz,31/12/2017,Cre.Ker,South Korea,,182,63,,,,M
Youngji,Hur Youngji,허영지,영지,30/08/1994,KARA,F,DSP,South Korea,,,,Goyang,,,F
Ailee,Lee Yejin,이예진,에일리,30/05/1989,,,,South Korea,USA,165,,Denver,,,F
Aini,Kim Heejung,김희정,아이니,13/07/1991,,,,South Korea,,163,44,,,Pink Fantasy,F
AleXa,Kim Seri,김세리,알렉사,6/12/1996,,,,USA,,,,,,,F
Arang,Son Mnjung,손민정,아랑,8/3/2000,,,,South Korea,,,,,,NeonPunch,F
B.I,Kim Hanbin,김한빈,비아이,22/10/1996,iKON,,,South Korea,,,,Goyang,,,M
Baro,Cha Sunwoo,차선우,바로,5/9/1992,,,,South Korea,,178,63,Gwangju,,B1A4,M
Baron,Choi Chunghyeop,최충협,바론,19/04/1992,,,,South Korea,,180,60,,,VAV,M
Bekah,Rebecca Kim,김레베카,베카,11/8/1989,,,,South Korea,USA,,,Honolulu,,After School,F
BIBI,Kim Hyungseo,김형서,비비,27/09/1998,,,,South Korea,,,,,,,F
BoA,Kwon Boa,권보아,보아,5/11/1986,,,,South Korea,,,,Guri,,,F
Boram,Jeon Boram,전보람,보람,22/03/1986,,,,South Korea,,155,45,Seoul,,T-ara,F
Changbum,Woo Changbum,우창범,창범,7/10/1993,,,,South Korea,,,,Sokcho,,100%,M
Cheng Xiao,Cheng Xiao,청샤오,성소,15/07/1998,,,,China,,167,,Shenzhen,,WJSN,F
Choa,Park Choa,박초아,초아,6/3/1990,,,,South Korea,,160,42,Incheon,,AoA| AOA BLACK,F
Chungha,Kim Chungha,김청하,청하,9/2/1996,,,,South Korea,,,,Dallas,,I.O.I,F
Daeil,Kim Daeil,김대일,대일,10/5/1992,,,,South Korea,,,,Busan,,24K,M
Dahye,Song Dahye,송다혜,다혜,12/6/1993,,,,South Korea,,,,,,EXID| BESTie,F
Dain,Song Jieun,송지은,다인,25/06/1990,,,,South Korea,,,,,,Wassup,F
Daisy,Yoo Jeongahn,유정안,데이지,22/01/1999,,,,South Korea,,,,Seoul,,MOMOLAND,F
Dohee,Yoon Dohee,윤도희,도희,24/09/1999,,,,South Korea,,,,,,NeonPunch,F
Dongjun,Hwang Dongjun,황동준,동준,7/9/1999,,,,South Korea,,,,,,Ghost9,M
E'Dawn,Kim Hyojong,김효종,이던,1/6/1994,,,,South Korea,,,,,,PENTAGON,M
Elkie,Chong Ting Yan,쫑딩얀,엘키,2/11/1998,,,,Hong Kong,,163,45,Hong Kong,,CLC,F
Ella,Kim Kyungjoo,김경주,엘라,26/03/1998,,,,South Korea,,,,,,Cherry Bullet| Pixy,F
Euaerin,Lee Hyemin,이혜민,이유애린,3/5/1988,,,,South Korea,,174,48,Seoul,,9Muses,F
Eunjin,Ahn Eunjin,안은진,은진,31/08/1997,,,,South Korea,,170,49,Mokpo,,DIA,F
Eunki,Hong Eunki,홍은기,은기,29/09/1997,,,,South Korea,,182,,,,RAINZ,M
Eyedi,Nam Yujin,남유진,아이디,8/12/1995,,,,South Korea,,,,,,,F
G.NA,Gina Jane Choi,최지나,지나,13/09/1987,,,,Canada,South Korea,167,,Edmonton,,,F
Gaeun,Cho Kaeun,조가은,가은,28/07/1992,,,,South Korea,,,,Changwon,,Dal Shabet,F
Gaga,Li Jia Jia,리 지아 지아,가가,1/9/1999,,,,China,,,,,,NATURE,F
Garam,Kim Garam,김가람,가람,16/11/2005,,,,South Korea,,170,,,,LE SSERAFIM,F
Gohn,Kim Dongsung,김동성,곤,1/8/1992,,,,South Korea,,,,Seoul,,Topp Dogg,M
Gyuri,Jang Gyuri,장규리,규리,27/12/1997,,,,South Korea,,,,Seoul,,fromis_9,F
Habin,Yoo Habin,유하빈,하빈,10/3/2002,,,,South Korea,,165,48,,,Dreamnote,F
Hajeong,Lee Hajeong,이하정,하정,23/09/1997,,,,South Korea,,,,,,NeonPunch,F
Han Geng,Han Geng,한경,한경,9/2/1984,,,,China,,181,66,Mudanjiang,,Super Junior,M
Hanbyeol,Ahn Hanbyeol,안한별,한별,13/10/2003,,,,South Korea,,166,44,,,Dreamnote,F
Hansol,Kim Hansol,김한솔,한솔,15/06/1993,,,,South Korea,,,,Busan,,Topp Dogg,M
Hayun,Lee Hayun,이하윤,하윤,29/08/1994,,,,South Korea,,,,Changwon,,Brave Girls,F
Henny,Kang Gayoung,강가영,헤니,1/12/1994,,,,South Korea,,168,50,,,MIXX,F
Heo Chan,Heo Chan,허찬,허찬,14/12/1995,,,,South Korea,,,,,,VICTON,M
Hoya,Lee Howon,이호원,호야,28/03/1991,,,,South Korea,,178,60,Busan,Infinite H,Infinite,M
Huiyeon,Oh Huiyeon,오휘연,휘연,1/8/2005,,,,South Korea,,,,,,LIGHTSUM,F
Hwall,Heo Hyunjoon,허현준,활,9/3/2000,,,,South Korea,,178,56,Busan,,The Boyz,M
Hyeran,Noh Hyeran,노혜란,혜란,9/4/1993,,,,South Korea,,,,,,Brave Girls,F
Hyeyeon,Cho Hyeyeon,조혜연,혜연,5/8/2000,,,,South Korea,,,,,Gugudan Oguogu,Gugudan,F
Hyuna,Moon Hyuna,문현아,현아,19/01/1987,,,,South Korea,,172,50,Yeosu,,9Muses,F
Hyunmin,Byun Hyunmin,변현민,현민,17/04/1999,,,,South Korea,,170,,,,RAINZ,M
Hyunseo,Go Hyunseo,고현서,현서,17/06/1999,,,,South Korea,,,,,,G-reyish,F
Hyunseung,Jang Hyunseung,장현승,현승,3/9/1989,,,,South Korea,,177,58,Suncheon,Troublemaker,Beast,M
I,Cha Yoonji,차윤지,아이,2/12/1996,,,,South Korea,,,,Busan,,,F
IU,Lee Jieun,이지은,아이유,16/05/1993,,,,South Korea,,162,,Seoul,,,F
Jaeseok,Park Jaeseok,박재석,재석,20/11/1995,,,,South Korea,,,,,,Golden Child,M
Jenissi,Kim Taeyang,김태양,제니씨,2/8/1991,,,,South Korea,,,,Seoul,,Topp Dogg,M
Jenny,Lee Soyul,이소율,제니,4/9/1996,,,,South Korea,,165,47,Seoul,,DIA,F
Jeongkyun,Jeong Jeongkyun,정정균,정균,27/11/1987,,,,South Korea,,180,60,,,N-Train| Bigflo,M
Jessica,Jessica Jung,제시카 정,제시카,18/04/1989,,,,South Korea,,,,,,SNSD,F
Jian,Kim Jian,김지안,지안,4/11/2006,,,,South Korea,,,,,,LIGHTSUM,F
Jieun,Park Jieun,박지은,지은,4/9/1997,,,,South Korea,,166,49,,,Purple Kiss,F
Jiho,Kim Jiho,김지호,지호,4/4/1997,,,,South Korea,,165,49,Okcheon,,Oh My Girl,F
Jimin,Shin Jimin,신지민,지민,8/1/1991,,,,South Korea,,160,43,Seoul,AOA BLACK,AoA,F
JinE,Shin Hyejin,신혜진,진이,22/01/1995,,,,South Korea,,160,48,Pohang,,Oh My Girl,F
Jinju,Park Jinju,박진주,진주,28/04/1990,,,,South Korea,,,,,,Wassup,F
Jinni,Choi Yujin,최윤진,지니,16/04/2004,,,,South Korea,,,,,,NMIXX,F
Jinyoung,Jung Jinyoung,정진영,진영,18/11/1991,,,,South Korea,,178,58,Chungju,,B1A4,M
Jiyoon,Shin Jiyoon,신지윤,지윤,2/3/2002,,,,South Korea,,,,,,Weeekly,F
Jiyul,Yang Jungyoon,양정윤,지율,30/07/1991,,,,South Korea,,,,Seoul,,Dal Shabet,F
Jonghyun†,Kim Jonghyun,김종현,종현,8/4/1990,,,,South Korea,,173,56,Seoul,,SHINee,M
JOO,Jung Minjoo,정민주,주,11/10/1990,,,,South Korea,,,,Seoul,,,F
Jooyeon,Lee Jooyeon,이주연,주연,19/03/1987,,,,South Korea,,,,Seoul,,After School,F
Jungah,Kim Jungah,김정아,정아,2/8/1983,,,,South Korea,,,,Incheon,,After School,F
Junhyeok,Kim Junhyeok,임준혁,준혁,17/07/1993,,,,South Korea,,,,,,DAY6,M
Kahi,Park Jiyoung,박지영,가희,25/12/1980,,,,South Korea,,,,Daegu,,After School,F
Kangin,Kim Youngwoon,김영운,강인,17/01/1985,,,,South Korea,,178,70,Seoul,,Super Junior,M
Kiara,Baek Jinjoo,백진주,키아라,20/08/1998,,,,South Korea,,,,,,,F
Kibum,Kim Kibum,김기범,기범,21/08/1987,,,,South Korea,,179,58,Seoul,,Super Junior,M
Kichun,Hwang Kichun,황기천,기천,14/03/1992,,,,South Korea,,179,63,,,Bigflo,M
Kidoh,Jin Hyosang,진효상,키도,16/12/1992,,,,South Korea,,,,Seoul,,Topp Dogg,M
,,,,,,,,,,,,,,,
Kokoro,Kato Kokoro,카토 코코로,코코로,1/11/2000,,,,Japan,,,,,,Cherry Bullet,F
Kriesha Chu,Kriesha Ziskind Teo Tiu,크리샤 지스킨드 테오 티우,크리샤 츄,20/12/1998,,,,Philippines,,,,Cebu,,,F
Kris,Wu Yifan,오역범,크리스,6/11/1990,,,,Canada,China,187,73,Guangzhou,,EXO,M
L.Joe,Lee Byunghun,이병헌,엘조,23/11/1993,,,,South Korea,,,,Gunsan,,Teen Top,M
Laun,Kim Minseok,김민석,라운,12/8/1999,,,,South Korea,,,,Seongsan,,ONF,M
Lee Joon,Lee Changseon,이창선,이준,7/2/1988,,,,South Korea,,,,Seoul,,MBLAQ,M
Lin Lin,Huang Ziting,황자정,린린,5/7/2003,,,,Taiwan,,,,,,Cherry Bullet,F
Love,Park Jisung,박지성,러브,17/01/1994,,,,South Korea,,,,,,OnlyOneOf,M
Luhan,Lu Han,루한,루한,20/04/1990,,,,China,,178,62,Haidian,,EXO,M
May,Jeong Chaeyoung,정채영,메이,27/07/2001,,,,South Korea,,,,,,NeonPunch,F
Meiqi,Meng Meiqi,멍메이치,미기,15/10/1998,,,,China,,164,,Luoyang,,WJSN,F
Mina,Kwon Mina,권민아,민아,21/09/1993,,,,South Korea,,159,43,Busan,,AOA| AOA BLACK,F
Minha,Park Minha,박민하,민하,27/06/1991,,,,South Korea,,172,47,Seoul,,9Muses,F
Minjung,Cha Minjung,차민정,민정,15/07/2004,,,,South Korea,,,,,,Busters,F
Nada,Yoon Yejin,윤예진,나다,24/05/1991,,,,South Korea,,,,,,Wassup,F
Naeun,Son Naeun,손나은,나은,10/2/1994,,,,South Korea,,168,,Seoul,,Apink,F
Nakta,Shin Yooncheol,신윤철,낙타,24/04/1993,,,,South Korea,,,,Daegu,,Topp Dogg,M
P-Goon,Park Sehyuk,박세혁,피군,18/10/1991,,,,South Korea,,,,Seoul,,Topp Dogg,M
PSY,Park Jaesang,박재상,싸이,31/12/1977,,,,South Korea,,,,Seoul,,,M
Rain,Jung Jihoon,정지훈,비,25/06/1982,,,,South Korea,,,,Seosan,,,M
Roni,Jeong Rowoon,정로운,로니,31/07/1994,,,,South Korea,,174,55,,,XEED,M
Samuel,Kim Samuel,김사무엘,사무엘,17/01/2002,,,,South Korea,USA,,,Los Angeles,,1PUNCH,M
Sanga,Lee Sanga,이상아,상아,5/8/1999,,,,South Korea,,165,,,,Pink Fantasy,F
Sanghoon,Lee Sanghoon,이상훈,상훈,23/12/1993,,,,South Korea,,,,Cheongju,,100%,M
Satbyeol,Jeon Yujin,전유진,샛별,27/02/2001,,,,South Korea,,165,,,,Girls Alert| Pixy,F
Seogoong,Park Hyunho,박현호,서궁,1/5/1992,,,,South Korea,,,,Seongnam,,Topp Dogg,M
Seonglee,Kim Seonglee,김성리,성리,6/4/1994,,,,South Korea,,173,,,,RAINZ,M
Seungri,Lee Seunghyun,이승현,승리,12/12/1990,,,,South Korea,,176,60,Gwangju,,BIGBANG,M
Sika,Ren Shika,렌 시카,시카,22/08/1995,,,,China,,165,,,,FANATICS,F
Sitala,Sitala Wongkrachang,시탈라 웡크라창,시탈라,23/04/1996,,,,Thailand,,173,,,,H1-KEY,F
Sohee,Uhm Sohee,음소희,소희,1/1/2004,,,,South Korea,,,,,,ICHILLIN',F
Sohye,Kim Sohye,김소혜,소혜,19/07/1999,,,,South Korea,,,,Seoul,,I.O.I,F
Somi,Jeon Somi,전소미,소미,9/3/2001,,,,South Korea,Canada,,,Ontario,,I.O.I,F
Songyee,Park Songyee,박송이,송이,25/09/2004,,,,South Korea,,,,,,woo!ah!,F
Soojin,Seo Soojin,서수진,수진,9/3/1998,,,,South Korea,,,,,,(G)I-DLE,F
Soyeon,Park Soyeon,박소연,소연,5/10/1987,,,,South Korea,,163,46,Andong,,T-ara,F
Soyoung,Yoo Soyoung,유소영,소영,29/03/1996,,,,South Korea,,,,Seoul,,After School,F
Sulli†,Choi Jinri,최진리,설리,29/03/1994,,,,South Korea,,,,Busan,,f(x),F
Sunghyuk,Seo Sunghyuk,서성혁,성혁,26/08/1999,,,,South Korea,,170,,,,,M
Sungoh,Yoo Sungoh,유성오,성오,8/1/1991,,,,South Korea,,,,,,24K,M
Sunhwa,Han Sunhwa,한선화,선화,6/10/1990,,,,South Korea,,,,Busan,,SECRET,F
Sunn,Hwang Jiwon,황지원,선,7/2/2000,,,,South Korea,,,,Jincheon,,Good Day| Cignature,F
Taeha,Yoo Taeha,유태하,태하,5/10/1995,,,,South Korea,,162,,,,Berry Good,F
Taeha,Kim Taeha,김태하,태하,3/6/1998,,,,South Korea,,,,Jeonju,,MOMOLAND,F
Taehyun,Nam Taehyun,남태현,태현,10/5/1994,,,,South Korea,,,,Hanam,,WINNER,M
Taesung,Lee Taesung,이태승,태승,19/12/2003,,,,South Korea,,184,64,,TEEN TEEN,Ghost9,M
Tao,Hwang Zitao,황자도,타오,2/5/1993,,,,China,,183,70,Qingdao,,EXO,M
Terry,Han Dasom,한다솜,테리,2/2/1998,,,,South Korea,,,,,,NeonPunch,F
Thunder,Park Sanghyun,박상현,천둥,7/10/1990,,,,South Korea,,,,Busan,,MBLAQ,M
Uee,Kim Yujin,김유진,유이,9/4/1988,,,,South Korea,,,,Daegu,,After School,F
Uji,Jang Yuji,정유지,유지,2/1/1991,,,,South Korea,,,,,,EXID| BESTie,F
Viki,Kang Eunhye,강은혜,비키,28/03/1988,,,,South Korea,,,,Seoul,,Dal Shabet,F
Wonho,Shin Hoseok,신호석,원호,1/3/1993,,,,South Korea,,,,Anyang,,MONSTA X,M
,,,,,,,,,,,,,,,
Wontak,Ju Wontak,주원탁,원탁,24/02/1996,,,,South Korea,,178,,,,RAINZ,M
Woojin,Kim Woojin,김우진,우진,8/4/1997,,,,South Korea,,,,Daejeon,,Stray Kids,M
Xuanyi,Wu Xuanyi,우쉬안이,선의,26/01/1995,,,,China,,166,,Hainan,,WJSN,F
Yeah,Kim Haeun,김하은,예아,9/10/1999,,,,South Korea,,,,Gongju,,Good Day| Cignature,F
,,,,,,,,,,,,,,,
Yeonwoo,Lee Dabin,이다빈,연우,1/8/1996,,,,South Korea,,170,49,Seoul,,MOMOLAND,F
